name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Lagos,13/01/2023,91.8,76.6,82.6,100.9,76.6,87.6,74.5,77.9,0,0,0,,0,0,13,9.2,198.1,1011.2,35,3.1,270.1,23.3,9,60,2023-01-13T07:01:41,2023-01-13T18:48:30,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
Lagos,14/01/2023,93,75.2,82.5,102.2,75.2,87.1,74.7,79.1,0,0,0,,0,0,13.2,13.4,209.6,1013.1,39.8,2.9,242.4,20.9,9,60,2023-01-14T07:01:58,2023-01-14T18:48:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
Lagos,15/01/2023,91.7,75.5,83.4,100.5,75.5,88.9,74.1,74.7,0,0,0,,0,0,15.2,8.1,163.3,1011.5,36.7,3.2,266.1,23,9,30,2023-01-15T07:02:14,2023-01-15T18:49:24,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
Lagos,16/01/2023,95.3,75.2,83.8,100.9,75.2,89,73.8,74.1,0,0,0,,0,0,13.6,9.9,250.7,1011,31,3.9,269.4,23.2,9,60,2023-01-16T07:02:30,2023-01-16T18:49:51,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999,VRJT5"
Lagos,17/01/2023,93.6,77,83.7,99.2,77,87.7,72.6,72.4,0,0,0,,0,0,16.1,14.4,154.5,1011.3,37.5,3.2,273.7,23.6,9,30,2023-01-17T07:02:44,2023-01-17T18:50:17,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
Lagos,18/01/2023,95,73.7,82.7,103.2,73.7,87.6,73.4,75.1,0,0,0,,0,0,15.2,13.4,228.5,1011.2,39.2,4,269.4,23.3,9,60,2023-01-18T07:02:58,2023-01-18T18:50:42,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999,VRJT5"
Lagos,19/01/2023,93.3,75.5,82.9,105,75.5,89.1,76,81.3,0,0,0,,0,0,16.1,13.9,207.8,1011.6,40.5,4.1,254.4,22,9,60,2023-01-19T07:03:11,2023-01-19T18:51:07,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,20/01/2023,95,77,83.8,107.4,77,89.9,75.5,77.8,0,0,0,rain,0,0,15.9,11.4,188.2,1011.4,48.4,4.7,267.3,23.1,9,75,2023-01-20T07:03:23,2023-01-20T18:51:32,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
Lagos,21/01/2023,93.2,77.4,84.3,102.8,77.4,91.8,76,77.6,0,0,0,,0,0,15,12.8,182.9,1011.1,45.8,4.9,269.7,23.2,9,75,2023-01-21T07:03:33,2023-01-21T18:51:55,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
Lagos,22/01/2023,94.6,80.2,84.6,108.8,86.3,93.9,76.8,78.7,0.008,100,4.17,rain,0,0,16.6,9.8,217,1010.3,49.1,4.9,248.5,21.6,9,75,2023-01-22T07:03:44,2023-01-22T18:52:19,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,23/01/2023,93.5,78.8,84.7,104.2,78.8,92.2,75.4,75.2,0,0,0,,0,0,16.1,15.9,189.6,1010.4,44.2,6.2,268.3,23.2,9,75,2023-01-23T07:03:53,2023-01-23T18:52:41,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,24/01/2023,95,77,84.8,107.4,77,92.7,76.4,77.6,0,0,0,rain,0,0,15.9,11.6,195.1,1010.4,45.7,6,253.4,22,9,75,2023-01-24T07:04:01,2023-01-24T18:53:03,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,25/01/2023,95,77,84.6,107.4,77,92.6,76.6,78.5,0,0,0,rain,0,0,16.1,11.4,194.3,1009.7,47.7,5.1,212.7,18.3,9,75,2023-01-25T07:04:08,2023-01-25T18:53:25,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,26/01/2023,95,78.8,84.9,107.5,78.8,93.8,77.1,78.9,0,0,0,rain,0,0,17.2,13.9,198.9,1009.5,44.3,5.6,239.9,20.9,9,75,2023-01-26T07:04:14,2023-01-26T18:53:46,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,27/01/2023,95,78.8,84.3,112.9,78.8,93.4,77.8,82.2,0,0,0,rain,0,0,19.7,17.7,199.6,1009.4,57.1,6.1,223.6,19.3,8,75,2023-01-27T07:04:19,2023-01-27T18:54:06,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
Lagos,28/01/2023,91,73.3,81.5,104.7,73.3,87.2,76.4,85.4,0.236,100,4.17,rain,0,0,18.1,16.1,200.9,1010.5,50.2,6.1,256.4,22.2,9,75,2023-01-28T07:04:24,2023-01-28T18:54:25,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,29/01/2023,93.2,77,84.1,105,77,90.2,75.7,78,0.236,100,4.17,rain,0,0,18.1,11.4,210.3,1010.3,48.1,6.5,267.5,23.1,9,60,2023-01-29T07:04:27,2023-01-29T18:54:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,30/01/2023,93.2,77,83.5,104.6,77,90.7,76.2,79.9,0,0,0,,0,0,17.7,15.2,202.3,1010.6,51.1,6.4,227.8,19.8,9,75,2023-01-30T07:04:30,2023-01-30T18:55:02,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
Lagos,31/01/2023,91.4,77,83.3,102.7,77,90.7,76.6,81.3,0,0,0,,0,0,15.7,11.4,219.7,1011.5,50.4,5.7,233.4,20.2,9,75,2023-01-31T07:04:31,2023-01-31T18:55:19,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,01/02/2023,93.2,77,83.1,105,77,88.9,75.9,80.5,0,0,0,,0,0,16.1,16.3,188.6,1011.1,43,6.3,273.9,23.7,9,60,2023-02-01T07:04:32,2023-02-01T18:55:36,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
Lagos,02/02/2023,93.2,77,84.2,107.5,77,92.3,76.8,79.6,0,0,0,rain,0,0,24.6,13.5,191.9,1011.6,54.3,5.9,188.9,16.4,9,75,2023-02-02T07:04:31,2023-02-02T18:55:52,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,03/02/2023,93.5,77,84.6,107.7,77,93.5,77.3,80.2,0.004,100,4.17,rain,0,0,17.2,10.3,182.7,1011.5,47.7,6.3,268.3,23.3,9,75,2023-02-03T07:04:30,2023-02-03T18:56:07,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,04/02/2023,93.2,77,84.3,107.5,77,93.1,77.6,81.5,0,0,0,rain,0,0,18.1,13.2,193.3,1011.3,52.6,5.9,230.7,20,9,75,2023-02-04T07:04:28,2023-02-04T18:56:22,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
Lagos,05/02/2023,95,80.4,85.1,107.5,87.3,95.2,77.5,79.4,0,0,0,rain,0,0,18.6,15,208.2,1011.1,57.8,7,175.9,15.2,7,75,2023-02-05T07:04:24,2023-02-05T18:56:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,06/02/2023,93.2,78.8,84.6,107.5,78.8,92.7,76.5,77.6,0,0,0,rain,0,0,18.1,13.9,205.8,1010.8,58,6.7,250,21.5,9,75,2023-02-06T07:04:20,2023-02-06T18:56:49,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
Lagos,07/02/2023,93.2,77,83.8,104.4,77,90.3,74.8,75.4,0.04,100,8.33,rain,0,0,14.3,14.1,195.8,1010.7,62.3,7.7,231.9,20,9,75,2023-02-07T07:04:15,2023-02-07T18:57:01,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,08/02/2023,94.1,77,84.1,108.7,77,92.8,77.5,82,0,0,0,rain,0,0,15.4,10.3,190.7,1011.2,50.7,5.7,276.6,23.9,9,60,2023-02-08T07:04:09,2023-02-08T18:57:13,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
Lagos,09/02/2023,92.3,77,84.3,105.1,77,92.4,76.8,79.6,0,0,0,rain,0,0,16.1,11.4,197.1,1010.9,48.8,6.3,273,23.5,9,60,2023-02-09T07:04:02,2023-02-09T18:57:24,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,10/02/2023,97.7,78.6,85,107.4,78.6,93.9,76.9,78.5,0,0,0,rain,0,0,15.4,23,189.1,1010.8,50.6,6.6,245.8,21.4,9,60,2023-02-10T07:03:55,2023-02-10T18:57:35,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,65203099999,DNMM,remote,65201099999"
Lagos,11/02/2023,95,78.8,85,110,78.8,95.5,78,80.7,0,0,0,rain,0,0,16.3,14.8,204.4,1010.5,57.2,6.7,263.6,22.9,9,75,2023-02-11T07:03:46,2023-02-11T18:57:44,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,12/02/2023,95.2,78.6,84.9,110,78.6,94.3,77.7,80.8,0,0,0,rain,0,0,15.9,15.7,204.1,1009.8,43,6.2,284.6,24.8,10,75,2023-02-12T07:03:36,2023-02-12T18:57:53,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
Lagos,13/02/2023,94.1,78.8,85,108.8,78.8,95.2,78.2,81.5,0,0,0,rain,0,0,16.6,9.2,206.9,1010.4,45.3,5.1,256,22.1,10,60,2023-02-13T07:03:26,2023-02-13T18:58:01,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
Lagos,14/02/2023,95,78,85.4,103.2,78,92.4,75.5,74.8,0,0,0,,0,0,14.3,10.8,188.3,1010.5,50.9,4.5,288.8,24.9,10,60,2023-02-14T07:03:15,2023-02-14T18:58:09,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,15/02/2023,95,78.8,85.6,102.4,78.8,91.4,73.4,69.7,0,0,0,,0,0,17.2,15.3,204.1,1009.5,38.5,3.5,278.1,23.9,10,60,2023-02-15T07:03:03,2023-02-15T18:58:16,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
Lagos,16/02/2023,96.8,77,84.9,96.6,77,87.1,69.5,64.5,0,0,0,,0,0,16.1,13.9,353.9,1009,28.1,2.4,296.5,25.6,10,30,2023-02-16T07:02:50,2023-02-16T18:58:22,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
Lagos,17/02/2023,96.8,76.6,84.3,95.1,76.6,84.8,62.3,51.4,0,0,0,,0,0,14.8,13.9,29.9,1011.3,27.1,1,301.9,26,10,10,2023-02-17T07:02:36,2023-02-17T18:58:28,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
Lagos,18/02/2023,96.8,71.6,83.5,94.6,71.6,83.2,59.1,48.1,0,0,0,,0,0,15.2,10.4,155.3,1009.5,25.4,1.4,299.3,25.9,10,10,2023-02-18T07:02:22,2023-02-18T18:58:33,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,19/02/2023,95,75.2,84,99,75.2,86.4,66.7,57,0,0,0,,0,0,14.8,8.5,242.1,1009.9,28.4,0.6,295,25.5,10,10,2023-02-19T07:02:07,2023-02-19T18:58:37,0.97,Partially cloudy,Partly cloudy throughout the day.,fog,"VRJU8,DNMM,65201099999"
Lagos,20/02/2023,95.1,76.8,85,105,76.8,91.3,73,68.9,0,0,0,,0,0,14.3,11.4,197,1010,22,1.1,295.8,25.7,10,15,2023-02-20T07:01:51,2023-02-20T18:58:41,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
Lagos,21/02/2023,95,78.8,85.2,109.9,78.8,94.2,76.7,77.4,0,0,0,,0,0,17.2,14.8,213.6,1009.8,37.7,2.9,292.4,25.2,10,60,2023-02-21T07:01:34,2023-02-21T18:58:44,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,22/02/2023,95,78.8,85.6,108.5,78.8,95.3,77.2,77.9,0,0,0,rain,0,0,19.2,10.3,194.6,1010.8,38,2.8,292,25,10,75,2023-02-22T07:01:17,2023-02-22T18:58:47,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
Lagos,23/02/2023,95.1,80.6,85.7,110.6,88.1,98.3,79.2,82.4,0,0,0,rain,0,0,20.8,11.4,193.7,1010.5,37.7,3.4,281.1,24.3,9,100,2023-02-23T07:00:59,2023-02-23T18:58:49,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
Lagos,24/02/2023,93,78.8,83.2,107.3,78.8,92.1,77.6,83.9,0.024,100,12.5,rain,0,0,22.6,18.8,218.3,1009.9,80.7,10.6,267.5,23.1,9,100,2023-02-24T07:00:40,2023-02-24T18:58:50,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,25/02/2023,93.2,81.8,84.6,105.7,89.5,94.3,77.1,79,0.016,100,8.33,rain,0,0,23.5,19.7,211,1010.4,78.8,12.2,287.5,24.8,9,100,2023-02-25T07:00:21,2023-02-25T18:58:51,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"DNMM,remote,65201099999"
Lagos,26/02/2023,95.1,75.3,82.5,111.1,75.3,89.9,76,81.1,0.178,100,25,rain,0,0,20.6,16.6,220.3,1010.7,68.8,12.1,280.2,24.2,9,100,2023-02-26T07:00:01,2023-02-26T18:58:52,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,27/02/2023,95,81.2,84.8,110,88.7,94.9,77.1,78.6,0.004,100,4.17,rain,0,0,18.3,31.3,213.8,1011.9,79.2,10.4,240.3,20.8,9,75,2023-02-27T06:59:41,2023-02-27T18:58:52,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,remote,65201099999"
Lagos,28/02/2023,96.8,75.2,84.1,107.6,75.2,89.6,74.7,76.2,0.035,100,4.17,rain,0,0,23,13.9,185.8,1013.3,40.7,6,283.1,24.5,10,100,2023-02-28T06:59:19,2023-02-28T18:58:51,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,65201099999"
Lagos,01/03/2023,95,75.2,83.7,107.4,75.2,89.8,74.7,76.4,1.142,100,8.33,rain,0,0,18.6,11.4,185,1012.2,46.9,5.6,281.3,24.4,10,75,2023-03-01T06:58:58,2023-03-01T18:58:50,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"65210099999,DNMM,65201099999"
Lagos,02/03/2023,93.2,78.8,85.1,107.5,78.8,94.6,77.3,78.5,0,0,0,rain,0,0,19.9,13.9,178.6,1011,52.5,5.9,154.1,13.2,8,75,2023-03-02T06:58:35,2023-03-02T18:58:48,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,03/03/2023,93.2,76.9,83.7,110.4,76.9,93.2,78.1,84.3,0.008,100,8.33,rain,0,0,20.8,40.3,152.1,1011,57.9,5.8,279,24.1,9,75,2023-03-03T06:58:13,2023-03-03T18:58:46,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"DNMM,65201099999"
Lagos,04/03/2023,93.2,75.2,83.3,108.6,75.2,91.1,76.1,80.1,0,0,0,rain,0,0,15,11.4,207.2,1011,56.8,5.5,241.1,20.7,10,75,2023-03-04T06:57:49,2023-03-04T18:58:44,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,05/03/2023,95,77.1,84.3,110,77.1,92.7,77.1,80.3,0,0,0,,0,0,15.4,12.8,195.6,1010.3,48.8,6,137.6,11.9,7,60,2023-03-05T06:57:25,2023-03-05T18:58:41,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,06/03/2023,93.2,76.6,84.5,110.4,76.6,94.7,77.5,80.2,0.276,100,4.17,rain,0,0,23,16.6,191.5,1009.4,59.8,7,181.1,15.7,9,75,2023-03-06T06:57:01,2023-03-06T18:58:37,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,remote,65201099999"
Lagos,07/03/2023,91.4,73.4,81.5,104.6,73.4,87.6,74.6,80.9,1.457,100,4.17,rain,0,0,21,13.9,165.5,1009.2,44.5,5.4,243.5,21,9,30,2023-03-07T06:56:37,2023-03-07T18:58:34,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VRJU8,DNMM,65201099999"
Lagos,08/03/2023,93.2,78.8,84.7,110.4,78.8,93.4,77.1,79.4,0.004,100,4.17,rain,0,0,17.2,13.9,179.9,1009.9,48.5,6.9,183.9,15.9,7,60,2023-03-08T06:56:11,2023-03-08T18:58:30,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,09/03/2023,93.2,80.2,84.6,107.5,85.8,94,76.7,78.1,0,0,0,,0,0,16.1,13.9,183.6,1010.4,48.6,6.2,294.4,25.5,10,60,2023-03-09T06:55:46,2023-03-09T18:58:25,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,10/03/2023,91.4,78.8,84.1,107.8,78.8,92.3,76.1,77.6,0,0,0,,0,0,18.1,12.3,199.5,1010.3,46.3,6.6,283.7,24.3,10,60,2023-03-10T06:55:20,2023-03-10T18:58:21,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
Lagos,11/03/2023,91.4,77,83.2,107.8,77,89.2,75.2,77.7,0.035,100,4.17,rain,0,0,21.9,19.5,141.1,1010.2,48.5,5.3,289.9,25,10,75,2023-03-11T06:54:54,2023-03-11T18:58:16,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
Lagos,12/03/2023,93.2,77,83.8,105.1,77,90.9,75.4,76.9,0,0,0,,0,0,16.1,16.1,190.7,1010.2,50.8,7.3,277.4,23.9,9,60,2023-03-12T06:54:27,2023-03-12T18:58:10,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
Lagos,13/03/2023,92.6,77,82.9,105,77,88.6,74.2,75.9,0,0,0,rain,0,0,16.6,15.9,201.8,1010.2,40.8,6.8,299,25.8,10,75,2023-03-13T06:54:00,2023-03-13T18:58:05,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,14/03/2023,93.2,77,84.1,107.5,77,92,75.8,76.9,0,0,0,rain,0,0,16.1,16.1,196,1009.3,50.2,6.1,299.6,26,10,75,2023-03-14T06:53:33,2023-03-14T18:57:59,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,15/03/2023,93.2,79.1,84.4,110.4,79.1,93.9,77.3,80.4,0.197,100,8.33,rain,0,0,18.3,18.3,194.8,1008.9,50.8,6.8,296.5,25.6,10,75,2023-03-15T06:53:06,2023-03-15T18:57:53,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,16/03/2023,95,73.4,81.9,110,73.4,86.7,74.8,80.3,0.394,100,4.17,rain,0,0,51.9,13.9,201.5,1008.8,53.5,5.7,292.9,25.4,10,75,2023-03-16T06:52:38,2023-03-16T18:57:47,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,17/03/2023,91.5,75.2,81.4,106.7,75.2,87.9,75.5,82.7,0,0,0,rain,0,0,17.7,15.4,190.4,1009.1,46.1,7.1,296.9,25.7,10,100,2023-03-17T06:52:10,2023-03-17T18:57:40,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
Lagos,18/03/2023,91.4,73.7,81.1,105.1,73.7,85.8,74.4,81.3,2.008,100,8.33,rain,0,0,30,17.2,187.1,1010.4,54,5.5,275.9,23.8,9,75,2023-03-18T06:51:42,2023-03-18T18:57:33,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"65210099999,DNMM,65201099999"
Lagos,19/03/2023,91.4,76.8,82.9,100.5,76.8,87,73.9,75.9,0,0,0,,0,0,16.1,13.9,196.3,1011.6,53.5,7.3,265,23,10,60,2023-03-19T06:51:14,2023-03-19T18:57:27,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
