name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Lagos,20/03/2023,93.3,70.6,81,104.4,70.6,84.7,73.5,79.2,0,0,0,,0,0,15.9,17.2,210.4,1010.8,40.3,9.8,298.5,25.9,10,30,2023-03-20T06:50:46,2023-03-20T18:57:20,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
Lagos,21/03/2023,91.7,77.3,84.6,102.7,77.3,92,74.4,72.1,0.016,100,12.5,rain,0,0,17,20.8,210.1,1010.4,65.4,10.1,293,25.4,10,60,2023-03-21T06:50:17,2023-03-21T18:57:13,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,22/03/2023,89.4,73.4,80.8,100.3,73.4,85.5,74.2,81.3,0.669,100,4.17,rain,0,0,16.8,11.4,216.7,1012,49.2,5.9,179,15.5,8,60,2023-03-22T06:49:48,2023-03-22T18:57:06,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VRJU8,DNMM,remote,65201099999"
Lagos,23/03/2023,93.2,77,83.6,107.8,77,90,75.6,78.2,0,0,0,,0,0,17.2,15,200.5,1011.1,45.7,6.1,301.3,26,10,60,2023-03-23T06:49:20,2023-03-23T18:56:58,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,24/03/2023,89.6,73.4,80.9,98.2,73.4,85.2,73.9,80.2,0.157,100,4.17,rain,0,0,30,18.3,170.2,1011,49.8,6.9,241,20.7,9,60,2023-03-24T06:48:51,2023-03-24T18:56:51,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,25/03/2023,91.4,78.8,84.7,105.1,78.8,94,76.7,77.7,0,0,0,rain,0,0,15,11.4,174.4,1011.5,45.9,6.2,155,13.3,6,60,2023-03-25T06:48:22,2023-03-25T18:56:44,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,26/03/2023,89.7,77,84.3,100.6,77,92.6,76.3,77.7,0,0,0,,0,0,16.6,16.1,173.5,1011.9,46.3,5.7,193.7,16.7,10,30,2023-03-26T06:47:53,2023-03-26T18:56:36,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
Lagos,27/03/2023,89.6,73.4,81.2,102.6,73.4,87.1,74.9,82,0.669,100,4.17,rain,0,0,12.8,9.2,220.8,1011.3,51.6,5.9,99.8,8.7,4,30,2023-03-27T06:47:24,2023-03-27T18:56:29,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,remote,65201099999"
Lagos,28/03/2023,93.2,78.8,84.6,105.1,78.8,92.2,76.4,77.7,0,0,0,,0,0,16.1,11.4,190.3,1010.8,49.4,6.2,272.7,23.7,10,60,2023-03-28T06:46:56,2023-03-28T18:56:22,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
Lagos,29/03/2023,91.7,80.2,84.9,105.8,86,94.9,76.9,77.7,0,0,0,rain,0,0,15,15,192.5,1011.4,51.1,6.6,297.5,25.6,10,75,2023-03-29T06:46:27,2023-03-29T18:56:14,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
Lagos,30/03/2023,93.2,80.2,84.8,110.4,86.1,95.6,78,81,0,0,0,rain,0,0,15.7,15,212.3,1011.7,56.4,7.3,276.6,23.9,10,75,2023-03-30T06:45:58,2023-03-30T18:56:07,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
Lagos,31/03/2023,91,78.4,83.7,99.6,78.4,88.8,74.5,75.2,0,0,0,,0,0,14.5,10.3,200.3,1011.4,37.5,6.2,125.9,10.9,6,75,2023-03-31T06:45:30,2023-03-31T18:56:00,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,01/04/2023,91.4,78.6,84.3,105.1,78.6,92.2,76.5,78.5,0,0,0,,0,0,16.1,13.9,207.7,1011.4,48.5,6.1,286.1,24.7,10,75,2023-04-01T06:45:01,2023-04-01T18:55:52,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
Lagos,02/04/2023,93.2,78.8,84.9,107.5,78.8,93.8,76.6,77.1,0,0,0,,0,0,17.2,15,211.7,1010.3,55,7,295.3,25.5,10,75,2023-04-02T06:44:33,2023-04-02T18:55:45,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,03/04/2023,91.7,79.5,85.5,105.1,79.5,94.7,76.4,75.2,0,0,0,rain,0,0,15.4,72.5,199.1,1008.9,48.9,6.5,273.4,23.6,10,75,2023-04-03T06:44:05,2023-04-03T18:55:38,0.41,Partially cloudy,Partly cloudy throughout the day.,wind,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,04/04/2023,91.5,78.8,84.4,102.7,78.8,92,75.4,75.6,0,0,0,,0,0,24.2,20.8,196.4,1008.8,38.9,5.5,233,20.3,8,60,2023-04-04T06:43:36,2023-04-04T18:55:32,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
Lagos,05/04/2023,93.2,77,84.5,102.8,77,91.3,75.2,74.9,0,0,0,,0,0,15.9,13.9,190.2,1009.3,51.5,6.4,270.5,23.4,9,60,2023-04-05T06:43:09,2023-04-05T18:55:25,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
Lagos,06/04/2023,93.3,79.1,85.4,107.8,79.1,95.4,77,76.9,0,0,0,rain,0,0,19.7,40.6,232.3,1009.2,55.1,6.5,270.1,23.4,10,75,2023-04-06T06:42:41,2023-04-06T18:55:18,0.5,Partially cloudy,Partly cloudy throughout the day.,wind,"65210099999,DNMM,remote,65201099999"
Lagos,07/04/2023,93.2,79.1,85.3,110.4,79.1,95.5,77.2,77.6,0,0,0,rain,0,0,18.6,16.1,210.7,1009.5,53.3,6.2,243.1,21,9,75,2023-04-07T06:42:14,2023-04-07T18:55:12,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
Lagos,08/04/2023,93.2,77,83.5,107.8,77,91,76.3,80,0,0,0,rain,0,0,18.3,16.1,229,1009.7,63,6.1,269.8,23.4,10,60,2023-04-08T06:41:46,2023-04-08T18:55:06,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,09/04/2023,89.6,73.5,82.1,98.2,73.5,87.1,74.8,79.5,0.079,100,4.17,rain,0,0,18.3,16.1,209.6,1010.8,51.1,6.6,204.7,17.7,9,60,2023-04-09T06:41:19,2023-04-09T18:55:00,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,10/04/2023,93.2,77,84.8,107.5,77,93.3,76.2,76.4,0,0,0,,0,0,16.1,11.4,192.8,1010.8,43.5,6,280.5,24.2,10,60,2023-04-10T06:40:53,2023-04-10T18:54:54,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
Lagos,11/04/2023,93.2,73.3,83.5,107.5,73.3,91.4,76.1,79.6,0.004,100,4.17,rain,0,0,19.7,42.5,212.7,1010.3,60.8,5.8,295.3,25.5,10,60,2023-04-11T06:40:27,2023-04-11T18:54:49,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,65201099999"
Lagos,12/04/2023,91.4,75.2,82,107.8,75.2,89.2,76.1,83.1,1.693,100,4.17,rain,0,0,14.1,11.5,216.4,1010,51.9,6,250.2,21.5,8,75,2023-04-12T06:40:01,2023-04-12T18:54:43,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,13/04/2023,91.7,79.1,84.8,108.2,79.1,95.1,77.7,80.2,0.004,100,4.17,rain,0,0,17.2,15,215,1009.7,56.1,7.6,270,23.3,9,75,2023-04-13T06:39:35,2023-04-13T18:54:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VRJU8,DNMM,remote,65201099999"
Lagos,14/04/2023,93.2,80.6,84.8,113.5,88.1,96.8,78.7,82.5,0.004,100,4.17,rain,0,0,18.3,15.9,238.2,1009.7,55.1,6.8,298.5,25.9,10,75,2023-04-14T06:39:10,2023-04-14T18:54:34,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,15/04/2023,91.4,80.6,84.3,110.9,86.2,95.2,77.7,81,0.157,100,4.17,rain,0,0,15.4,15,217,1010.9,59.5,6.2,291.8,25.1,10,100,2023-04-15T06:38:45,2023-04-15T18:54:29,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
Lagos,16/04/2023,95,74,83.8,103,74,90.5,74.4,75.3,0,0,0,rain,0,0,18.3,16.1,190.8,1009.2,43.7,6.4,288.1,25,10,75,2023-04-16T06:38:20,2023-04-16T18:54:25,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,17/04/2023,93.2,78.8,85.7,107.5,78.8,95.9,76.9,75.9,0,0,0,,0,0,19.7,17.2,217.4,1008.8,43,6.2,291.6,25.2,9,75,2023-04-17T06:37:56,2023-04-17T18:54:21,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
Lagos,18/04/2023,93.2,78.8,85.2,107.6,78.8,95.5,77.8,79.7,0,0,0,rain,0,0,15.9,11.4,201.8,1008.7,55.7,6.1,292.9,25.2,10,75,2023-04-18T06:37:33,2023-04-18T18:54:18,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
Lagos,19/04/2023,86.7,75.2,80.9,96.1,75.2,86.8,76,85.3,0.866,100,4.17,rain,0,0,13,13.9,283.7,1010.4,51.7,5.3,274,23.7,9,60,2023-04-19T06:37:09,2023-04-19T18:54:15,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VRJU8,DNMM,remote,65201099999"
Lagos,20/04/2023,93.2,75.2,83.5,105.5,75.2,90.4,75.9,79.3,0,0,0,,0,0,17,12.8,212.6,1009,44.2,5.8,218.5,18.9,9,60,2023-04-20T06:36:47,2023-04-20T18:54:12,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
Lagos,21/04/2023,93.2,79.1,85.4,108,79.1,95.3,76.9,76.6,0,0,0,rain,0,0,19.2,14.5,217.4,1008.4,52.1,7,245.5,21.1,9,75,2023-04-21T06:36:24,2023-04-21T18:54:10,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
Lagos,22/04/2023,92.8,80.6,85.6,107.8,87.9,97.3,78.3,79.7,0,0,0,rain,0,0,18.3,16.1,221.7,1008.3,56.1,6.2,256.4,22.1,9,75,2023-04-22T06:36:03,2023-04-22T18:54:08,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
Lagos,23/04/2023,82.4,73.4,79.8,92.4,73.4,84.8,77.4,92.5,1.614,100,4.17,rain,0,0,15.7,16.1,209.7,1009.5,62.5,5.5,251.1,21.5,9,60,2023-04-23T06:35:41,2023-04-23T18:54:06,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,65201099999"
Lagos,24/04/2023,93.2,77,83.5,113.5,77,92,77.8,84,0.315,100,4.17,rain,0,0,12.1,10.3,276.5,1010.9,46.6,5.9,144.6,12.5,6,60,2023-04-24T06:35:21,2023-04-24T18:54:05,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
Lagos,25/04/2023,91.7,76.2,84.6,108.1,76.2,95.3,78.2,81.9,0,0,0,rain,0,0,19.2,13.9,212.5,1010.5,48.4,6,259.4,22.4,9,100,2023-04-25T06:35:00,2023-04-25T18:54:04,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,26/04/2023,89.6,77,82.2,105.2,77,88.7,76.3,83,0.197,100,4.17,rain,0,0,17.9,15.9,223,1009.7,55.8,6.4,238.2,20.6,8,100,2023-04-26T06:34:41,2023-04-26T18:54:03,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VRJU8,DNMM,remote,65201099999"
Lagos,27/04/2023,82.8,62.5,79.1,90.9,62.5,83,75.1,87.8,3.583,100,4.17,rain,0,0,34.4,31.1,174.3,1011.9,53.2,6.4,179.1,15.4,7,75,2023-04-27T06:34:22,2023-04-27T18:54:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
Lagos,28/04/2023,91.4,75,82.3,102.7,75,88.6,75.9,81.9,0.394,100,4.17,rain,0,0,15.4,11.4,221,1012.4,53.2,5.5,217.3,18.8,9,75,2023-04-28T06:34:03,2023-04-28T18:54:04,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
Lagos,29/04/2023,87.8,75.2,79.8,105.1,75.2,84.8,76.4,89.5,0.157,100,4.17,rain,0,0,14.3,9.2,309.3,1013,50.8,4.7,233,20.2,10,75,2023-04-29T06:33:45,2023-04-29T18:54:04,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,30/04/2023,87.8,75,80.6,99.9,75,86.1,75.2,84.1,0,0,0,rain,0,0,14.3,9.2,231,1012.1,46.2,5.9,92.2,8,4,60,2023-04-30T06:33:28,2023-04-30T18:54:06,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
Lagos,01/05/2023,91.4,73.4,80,105.2,73.4,85.1,75.2,86,0.236,100,4.17,rain,0,0,57.5,15,239.7,1011.3,56.2,5.2,284,24.6,10,100,2023-05-01T06:33:11,2023-05-01T18:54:07,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999"
Lagos,02/05/2023,89.6,74.8,81.7,105.2,74.8,88.7,76.1,84.2,0,0,0,,0,0,16.3,12.8,220.8,1011.6,56.7,6,296.3,25.6,10,60,2023-05-02T06:32:55,2023-05-02T18:54:09,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,03/05/2023,91,78.6,84.3,104.2,78.6,93.3,77,79.5,0,0,0,,0,0,14.8,11.4,190.1,1013,52.9,5.9,293.8,25.5,10,60,2023-05-03T06:32:40,2023-05-03T18:54:12,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,04/05/2023,93.2,78.4,83.1,113.5,78.4,91.3,78,85.6,0.039,100,4.17,rain,0,0,34.4,21.9,218.8,1013.6,60.5,5.8,287.3,24.9,9,60,2023-05-04T06:32:25,2023-05-04T18:54:15,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,remote,65201099999"
Lagos,05/05/2023,93.5,75.2,83.6,107.5,75.2,90.2,75.8,79,0,0,0,,0,0,15,12.8,209.7,1013.1,39.8,5.6,154.7,13.3,9,30,2023-05-05T06:32:11,2023-05-05T18:54:18,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,06/05/2023,87.4,75.2,80.8,101.2,75.2,85.2,75.6,84.7,0.551,100,4.17,rain,0,0,42.5,98,186.3,1012.5,46.6,6.5,237.9,20.5,10,30,2023-05-06T06:31:58,2023-05-06T18:54:22,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,65201099999"
Lagos,07/05/2023,91.4,76.6,83,105.1,76.6,89.4,75.8,80.2,0,0,0,,0,0,17.9,12.8,188.7,1011.5,55.6,5.5,292.3,25.4,10,30,2023-05-07T06:31:45,2023-05-07T18:54:27,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,08/05/2023,91.4,78.8,84.4,107.8,78.8,94.6,77.9,81.6,0,0,0,,0,0,16.1,13.9,219.9,1012.3,59.1,6.2,283.2,24.7,10,60,2023-05-08T06:31:33,2023-05-08T18:54:31,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,09/05/2023,93.2,78.6,84.7,107.9,78.6,94.7,78.1,81.6,0,0,0,,0,0,15,12.8,224.3,1011.2,41.7,6.2,242.6,21,9,60,2023-05-09T06:31:22,2023-05-09T18:54:37,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,10/05/2023,93.2,78.6,85.6,110.4,78.6,96.1,77.8,78.5,0,0,0,,0,0,17,13.9,205.6,1010.4,49.3,6.2,267,23,9,75,2023-05-10T06:31:11,2023-05-10T18:54:42,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,11/05/2023,93.2,80.2,86.5,110.4,87.1,99.2,78.5,78,0,0,0,rain,0,0,18.3,16.1,214.5,1010.8,52.6,6.1,275.1,23.8,9,75,2023-05-11T06:31:01,2023-05-11T18:54:48,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,12/05/2023,89.6,80.2,84.3,108.1,87,96.1,79.1,85.1,0.016,100,4.17,rain,0,0,13.4,10.3,220.4,1011.8,58.3,6.1,286.6,24.8,9,75,2023-05-12T06:30:52,2023-05-12T18:54:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999"
Lagos,13/05/2023,87.8,80.4,82.9,108.3,87.1,93.1,78.5,86.8,0,0,0,rain,0,0,31.2,21.9,131,1012.4,57.1,5.9,290,25.1,10,60,2023-05-13T06:30:43,2023-05-13T18:55:02,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,14/05/2023,88.2,76.6,82.5,106.4,76.6,92,78.4,87.6,0.197,100,4.17,rain,0,0,20.1,12.8,219.6,1013.4,59.9,5.3,272,23.5,9,75,2023-05-14T06:30:35,2023-05-14T18:55:10,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999"
Lagos,15/05/2023,86.3,73,79.9,99.4,73,87,77,91.2,2.52,100,4.17,rain,0,0,23,11.4,62,1013.4,66.1,4.9,71.3,6,3,60,2023-05-15T06:30:28,2023-05-15T18:55:17,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,65201099999"
Lagos,16/05/2023,89.7,78.6,83.9,105.2,78.6,94.4,78.5,84.4,0,0,0,rain,0,0,15.2,12.8,237.7,1012.9,46.4,5.7,280.6,24.1,9,30,2023-05-16T06:30:21,2023-05-16T18:55:26,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,17/05/2023,93.2,78.4,85.1,107.8,78.4,95.7,78.1,80.6,0,0,0,rain,0,0,15.9,13.9,217.7,1011.9,51.9,6.1,249.6,21.6,8,60,2023-05-17T06:30:16,2023-05-17T18:55:34,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,18/05/2023,89.7,73.3,82.1,103.1,73.3,88.7,75.6,81.7,2.323,100,12.5,rain,0,0,50.8,12.8,253.6,1012.4,50.6,5.8,113.4,9.8,5,60,2023-05-18T06:30:10,2023-05-18T18:55:44,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNMM,65201099999"
Lagos,19/05/2023,91.7,77,83.7,108.1,77,92.2,77.2,81.6,0.004,100,4.17,rain,0,0,15.7,12.1,244.6,1012.3,48.9,6.3,281.9,24.6,9,60,2023-05-19T06:30:06,2023-05-19T18:55:53,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,20/05/2023,87.8,77,82.3,97.8,77,89.2,76,81.7,0.197,100,4.17,rain,0,0,17,11,211.1,1012,57.9,7.2,223.8,19.2,8,60,2023-05-20T06:30:02,2023-05-20T18:56:03,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,remote,65201099999"
Lagos,21/05/2023,93.2,77.3,83.7,107.5,77.3,91.3,77.3,82,0,0,0,rain,0,0,15.9,12.8,227.3,1012.6,48.9,6,279.7,24.2,9,60,2023-05-21T06:29:59,2023-05-21T18:56:13,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,22/05/2023,87.8,75.2,82.7,102.5,75.2,90.9,77.8,85.7,0,0,0,rain,0,0,15.4,12.8,227.8,1012.4,59.2,6.1,229.9,19.7,9,30,2023-05-22T06:29:57,2023-05-22T18:56:24,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
Lagos,23/05/2023,91.4,76.6,82.9,108.1,76.6,90.9,77.5,84.7,0.472,100,4.17,rain,0,0,15,12.8,203.5,1011.7,61.6,5,224,19.2,8,30,2023-05-23T06:29:56,2023-05-23T18:56:35,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,65201099999"
Lagos,24/05/2023,91.4,78.9,84.6,110.9,78.9,95.8,78.6,82.9,0,0,0,rain,0,0,20.8,18.3,212.5,1011,61.2,6.7,268.3,23.1,9,60,2023-05-24T06:29:55,2023-05-24T18:56:46,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
Lagos,25/05/2023,93.2,75.5,84.1,107.7,75.5,92.9,76.7,79.5,0.276,100,4.17,rain,0,0,40.3,13.9,209.5,1011.1,69.8,6.9,269.7,23.4,9,60,2023-05-25T06:29:55,2023-05-25T18:56:58,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,26/05/2023,91.4,78.8,84.9,107.8,78.8,95.6,78.3,81.5,0.276,100,4.17,rain,0,0,18.8,13.9,229.8,1011.1,55.6,6.1,284.3,24.6,9,75,2023-05-26T06:29:55,2023-05-26T18:57:10,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,65201099999"
Lagos,27/05/2023,82.4,72.8,78.8,92.4,72.8,82.3,76.3,92,0.079,100,4.17,rain,0,0,40.3,23,11.7,1011.5,56.9,5.9,174.6,15,9,75,2023-05-27T06:29:56,2023-05-27T18:57:22,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,remote,65201099999"
Lagos,28/05/2023,91.4,74.8,82.3,107.8,74.8,89.6,76,82,0,0,0,rain,0,0,16.1,13.9,199.2,1012,48.4,5.6,277.7,24,9,60,2023-05-28T06:29:58,2023-05-28T18:57:35,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,29/05/2023,81.9,77,79.3,88.9,77,82.1,75.9,89.5,0.787,100,4.17,rain,0,0,19.7,16.1,87.6,1012.5,55,5.6,190.1,16.3,7,60,2023-05-29T06:30:00,2023-05-29T18:57:47,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,remote,65201099999"
Lagos,30/05/2023,89.6,73.4,82.1,102.6,73.4,88.7,75.4,81.2,0,0,0,,0,0,17.2,13.9,150.6,1013.4,49.5,5.8,274,23.7,9,30,2023-05-30T06:30:03,2023-05-30T18:58:01,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
Lagos,31/05/2023,91.4,77.3,83.8,107.8,77.3,93.2,77.7,82.5,0,0,0,rain,0,0,17.9,13.9,216.7,1012.6,54.6,7,274.5,23.7,9,60,2023-05-31T06:30:07,2023-05-31T18:58:14,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
Lagos,01/06/2023,89.6,78.4,83.1,105.2,78.4,92,77.8,84.6,0.197,100,4.17,rain,0,0,17.2,16.3,226.7,1011.9,62.5,6.6,253.9,21.6,9,30,2023-06-01T06:30:11,2023-06-01T18:58:27,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,02/06/2023,87.8,77,82,105.1,77,88.3,77.3,86.1,0.315,100,4.17,rain,0,0,17.2,16.1,221.1,1012.4,61,6,257.8,22.1,9,60,2023-06-02T06:30:16,2023-06-02T18:58:41,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,65201099999"
Lagos,03/06/2023,86,77,80.5,97.3,77,84.9,76.4,88,0.276,100,4.17,rain,0,0,17.9,12.8,242.4,1013.6,46.1,5.8,251.6,21.8,9,30,2023-06-03T06:30:22,2023-06-03T18:58:55,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,65201099999"
Lagos,04/06/2023,89.6,76.6,82.9,102.6,76.6,90.3,76,80,0.004,100,4.17,rain,0,0,17.2,15.4,239.1,1013.3,54.6,6.3,276.1,24,9,60,2023-06-04T06:30:28,2023-06-04T18:59:09,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,remote,65201099999"
Lagos,05/06/2023,89.6,78.4,83.8,106.9,78.4,93.2,78,83.1,0,0,0,rain,0,0,18.3,17.2,225.8,1013.1,53.5,6.2,262.2,22.4,8,30,2023-06-05T06:30:34,2023-06-05T18:59:23,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,06/06/2023,86,73.4,79.2,99.4,73.4,84.2,76.4,91.5,1.299,100,8.33,rain,0,0,28.9,10.3,224.6,1013.2,58.9,5.4,50.1,4.1,2,30,2023-06-06T06:30:41,2023-06-06T18:59:37,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNMM,65201099999"
